Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGHM5;qValue;fold;log2(fold)
1417147;1417147;1417659;1417676;+;-;SCO1340;hypothetical protein;78;36;0,007918329;2,166666667;1,115477217
2832962;2832962;2830653;;-;-;SCO2608;penicillin binding protein;57;31;0,00792175;1,838709677;0,878693704
;2290703;2292499;;+;-;SCO2131;long chain fatty acid CoA ligase;39;19;0,008111501;2,052631579;1,037474705
3189142;3189140;3187344;3187335;-;-;SCO2936;hypothetical protein;90;54;0,008154313;1,666666667;0,736965594
647887;647887;648765;648875;+;-;SCO0608;regulatory protein;121;58;0,008154313;2,086206897;1,060882242
4358770;4358770;4359489;4359843;+;-;SCO3959;hypothetical protein;48;132;0,008195142;0,363636364;-1,459431619
;8329348;8329917;8329917;+;-;SCO7515;hypothetical protein;31;11;0,008303528;2,818181818;1,494764692
5186995;5186988;5185771;5185771;-;-;SCO4773;nucleotide-sugar dehydrogenase;22;58;0,008595577;0,379310345;-1,398549376
1761433;;;1761655;+;-;predicted RNA;antisense: SCO1647;267;137;0,008595577;1,948905109;0,962663849
1924409;1924446;1924952;1925177;+;-;SCO1795;hypothetical protein;265;148;0,008712275;1,790540541;0,840395184
1024454;1024508;1025767;1025767;+;-;SCO0973;hypothetical protein;31;87;0,008785939;0,356321839;-1,488747185
5837428;5837433;5838254;5838312;+;-;SCO5367;F0F1 ATP synthase subunit A;1487;930;0,008835851;1,598924731;0,677102026
5464561;5464767;5465483;5465509;+;-;SCO5029;hypothetical protein;1583;1009;0,008873141;1,568880079;0,649735081
;1164110;1164766;;+;-;SCO1106;lipoprotein;56;26;0,008874067;2,153846154;1,106915204
3095403;3095506;3097467;;+;-;SCO2836;glycosyl transferase;324;219;0,009360658;1,479452055;0,565062943
2127773;2127773;2126802;2126797;-;-;SCO1989;aminopeptidase;70;34;0,009473785;2,058823529;1,041820176
1936687;1936657;1934027;1933989;-;-;SCO1806;ABC transporter ATP-binding protein;273;185;0,009616466;1,475675676;0,56137568
5061435;;;5061507;+;-;SCOt50;Met tRNA;1711;939;0,009709279;1,822151225;0,865642697
4292357;4292357;4291764;4291736;-;-;SCO3897;hypothetical protein;604;312;0,01005281;1,935897436;0,95300252
7202065;7202065;7203684;7203699;+;-;SCO6512;ABC transporter ATP-binding protein;225;119;0,0102402;1,890756303;0,918963428
6337308;6337308;6336091;6336077;-;-;SCO5797;hypothetical protein;119;69;0,010586015;1,724637681;0,786293307
4352455;4352455;4351997;;-;-;SCO3952;hypothetical protein;53;21;0,010627248;2,523809524;1,335603032
4171328;4171328;4171693;4171947;+;-;SCO3793;hypothetical protein;12;40;0,01080265;0,3;-1,736965594
;6655455;6656168;;+;-;SCO6063;ABC transporter permease;63;31;0,01140205;2,032258065;1,023083613
3082384;;;3082547;+;-;predicted RNA;antisense: SCO2822;358;188;0,01140205;1,904255319;0,929226926
2643939;2643939;2642344;2642344;-;-;SCO2455;spermidine synthase;51;23;0,011716168;2,217391304;1,148863386
8062122;8062135;8063643;8063645;+;-;SCO7252;regulatory protein;24;65;0,012034476;0,369230769;-1,437405312
;1734874;1732259;1732241;-;-;SCO1620;glycine/betaine ABC transporter permease;349;235;0,012350371;1,485106383;0,57056628
6462736;;;6462541;-;-;predicted RNA;antisense: SCO5897;281;146;0,012453221;1,924657534;0,944601761
;85336;86643;;+;-;SCO0103;flavohemoprotein;39;20;0,013766443;1,95;0,963474124
;5931785;5930034;5930034;-;-;SCO5448;ABC transporter;68;37;0,013840861;1,837837838;0,878009476
1580842;1580818;1580546;1580536;-;-;SCO1478;DNA-directed RNA polymerase subunit omega;3702;2482;0,013840861;1,491539081;0,57680178
2645538;2645538;2646071;2646071;+;-;SCO2459;hypothetical protein;42;17;0,014031435;2,470588235;1,304854582
;3399624;3399019;;-;-;SCO3103;hypothetical protein;51;23;0,015054613;2,217391304;1,148863386
6421557;6421618;6421914;6421927;+;-;SCO5864;hypothetical protein;3590;2398;0,015499313;1,497080901;0,582152185
2417413;2417492;2417722;2417722;+;-;SCO2249;hypothetical protein;112;48;0,015594575;2,333333333;1,222392421
3444786;3444689;3443196;3443196;-;-;SCO3145;hypothetical protein;292;185;0,015657837;1,578378378;0,658443098
3360608;3360694;3361608;3361630;+;-;SCO3068;RNA polymerase sigma factor;911;632;0,015785704;1,441455696;0,527526496
1054575;;;1054449;-;-;predicted RNA;antisense: SCO0998;179;74;0,015827664;2,418918919;1,274362412
;3992276;3990912;;-;-;SCO3612;hypothetical protein;46;24;0,015837517;1,916666667;0,938599455
1559859;1559831;1558380;1558372;-;-;SCO1461;inosine 5-monophosphate dehydrogenase;280;173;0,016071894;1,61849711;0,694654789
2645440;2645421;2644903;;-;-;SCO2458;hypothetical protein;407;229;0,01668204;1,777292576;0,829681196
;6220576;6221481;6221736;+;truB;SCO5709;tRNA pseudouridine synthase B;458;287;0,016831919;1,595818815;0,674296861
3985779;3985750;3985241;3985241;-;-;SCO3608;hypothetical protein;9469;4931;0,016831919;1,920300142;0,941331821
;757637;758524;758524;+;-;SCO0714;oxidoreductase;41;19;0,017163026;2,157894737;1,109624491
;5594358;5595347;5595662;+;-;SCO5148;hypothetical protein;266;772;0,017202782;0,344559585;-1,537174602
;3843382;3840395;3840395;-;-;SCO3479;beta-galatosidase;44;26;0,017931733;1,692307692;0,7589919
3122953;3123223;3123477;3123548;+;-;SCO2866;hypothetical protein;161;80;0,019284568;2,0125;1,008988783
4979462;4979462;4978629;4978606;-;-;SCO4561;hypothetical protein;494;312;0,019659929;1,583333333;0,662965013
;3217779;3216421;3216421;-;-;SCO2959;nitrate extrusion protein;29;14;0,019682612;2,071428571;1,050626073
5836652;5836773;5837207;5837410;+;-;SCO5366;ATP synthase I;1265;891;0,019682612;1,419753086;0,505640048
4272889;4273127;4273264;4273285;+;rpmH;SCO3880;50S ribosomal protein L34;3868;2713;0,019682612;1,425727976;0,511698747
;3433456;3433079;;-;-;SCO3131;hypothetical protein;32;11;0,019736119;2,909090909;1,540568381
3087649;3087649;3087146;;-;-;SCO2827;hypothetical protein;31;12;0,01983773;2,583333333;1,36923381
;1669883;1669056;;-;-;SCO1557;lipoprotein;42;20;0,01983773;2,1;1,070389328
2155807;2155779;2155123;2154930;-;-;SCO2013;two-component system response regulator;1045;744;0,01983773;1,404569892;0,490128416
4490622;4490622;4486639;4486630;-;-;SCO4092;ATP-dependent helicase;99;62;0,019839342;1,596774194;0,67516031
2441239;2441220;2439787;2439787;-;-;SCO2271;hypothetical protein;36;89;0,020083684;0,404494382;-1,30580843
2851881;2851911;2853152;2853166;+;-;SCO2625;hypothetical protein;207;107;0,020083684;1,934579439;0,952019971
3087748;3087748;3088677;;+;-;SCO2828;amino acid ABC transporter substrate-binding protein;347;176;0,020083684;1,971590909;0,979360234
;2444536;2445690;;+;-;SCO2275;lipoprotein;32;15;0,021311498;2,133333333;1,093109404
6059989;6059965;6059732;6059552;-;-;SCO5561;hypothetical protein;73;29;0,021419275;2,517241379;1,331843564
;4085324;4084704;;-;-;SCO3708;hypothetical protein;26;10;0,021796592;2,6;1,378511623
3642251;3642248;3641739;3641584;-;-;SCO3292;hypothetical protein;255;152;0,023236519;1,677631579;0,746425923
4917934;4917934;4918656;4918988;+;-;SCO4499;TetR family transcriptional regulator;214;139;0,023596269;1,539568345;0,622525914
8468212;8468158;8466854;8466845;-;eno;SCO7638;phosphopyruvate hydratase;318;205;0,023806401;1,551219512;0,633402856
4945846;4945864;4946745;;+;-;SCO4525;hypothetical protein;88;42;0,024025097;2,095238095;1,067114196
;7057809;7059026;;+;-;SCO6391;IS110 transposase/integrase;28;13;0,024881053;2,153846154;1,106915204
;8532009;8531641;;-;-;SCO7695;hypothetical protein;34;12;0,025182356;2,833333333;1,502500341
5148581;5148674;5150032;5150575;+;glmM;SCO4736;phosphoglucosamine mutase;296;190;0,02555394;1,557894737;0,639597757
6367526;6367665;6369200;6369248;+;-;SCO5820;RNA polymerase sigma factor;334;238;0,025968521;1,403361345;0,488886529
;1831797;1830346;1830346;-;-;SCO1710;integral membrane transport protein;29;15;0,02773267;1,933333333;0,9510904
;3059226;3057814;3057814;-;-;SCO2800;two component system histidine kinase;41;22;0,02773267;1,863636364;0,898120386
6543237;6543305;6544900;6544900;+;-;SCO5972;hypothetical protein;67;37;0,02773267;1,810810811;0,856635825
4699323;4699275;4698343;4698343;-;-;SCO4283;sugar kinase;172;113;0,02773267;1,522123894;0,606085792
8241784;8241685;8241248;8241208;-;-;SCO7426;hypothetical protein;64;158;0,02773267;0,405063291;-1,303780748
4274032;4274032;4275327;4275342;+;-;SCO3883;inner membrane protein translocase component YidC;500;365;0,02773267;1,369863014;0,454031631
3968817;3968822;3969814;3969833;+;-;SCO3592;hypothetical protein;22;53;0,028959213;0,41509434;-1,268488836
4859668;4859604;4857727;4857705;-;-;SCO4438;hypothetical protein;453;329;0,029285688;1,376899696;0,461423466
;909472;908813;908813;-;-;SCO0862;hypothetical protein;26;11;0,0292922;2,363636364;1,2410081
;1040764;1041465;1041465;+;-;SCO0986;hypothetical protein;41;19;0,0292922;2,157894737;1,109624491
2232849;2232841;2232200;2232200;-;-;SCO2079;hypothetical protein;921;672;0,029294083;1,370535714;0,454739923
1462073;1462033;1461293;1461247;-;-;SCO1383;hypothetical protein;195;126;0,029350949;1,547619048;0,63005039
;4652809;4652357;;-;-;SCO4245;hypothetical protein;28;10;0,029472792;2,8;1,485426827
;884921;883920;;-;-;SCO0836;hypothetical protein;47;25;0,030128405;1,88;0,910732662
8609130;8609130;8610347;8610347;+;-;SCO7782;IS110 transposase;27;13;0,030167462;2,076923077;1,054447784
3375950;3375950;3376180;3376194;+;-;SCO3082;hypothetical protein;79;33;0,030443434;2,393939394;1,259386629
1099030;1099030;1099809;1099831;+;-;SCO1043;transcriptional regulator;56;29;0,030707216;1,931034483;0,949373927
;1060181;1061398;;+;-;SCO1005;insertion element;27;13;0,031236193;2,076923077;1,054447784
;530970;529894;;-;-;SCO0497;iron-siderophore permease transmembrane protein;97;54;0,031681319;1,796296296;0,84502534
3938241;3938241;3936946;;-;-;SCO3561;hypothetical protein;29;15;0,03171071;1,933333333;0,9510904
3463996;3463996;3465258;3465290;+;-;SCO3162;esterase;122;81;0,03171071;1,50617284;0,590887335
2506906;2506906;2508294;;+;-;SCO2336;integral membrane transport protein;37;20;0,032015137;1,85;0,887525271
;5935479;5933596;;-;-;SCO5450;ABC transporter;108;63;0,032262156;1,714285714;0,777607579
;3008032;3006815;;-;-;SCO2759;transposase;27;13;0,032904467;2,076923077;1,054447784
1885478;1885478;1884726;1884726;-;-;SCO1765;hypothetical protein;139;78;0,033319808;1,782051282;0,833538854
7135271;7135277;7136905;;+;-;SCO6451;substrate binding protein;200;110;0,033330299;1,818181818;0,862496476
5071681;;;5071742;+;-;predicted RNA;-;674;353;0,033330299;1,909348442;0,933080408
2675869;2675869;2675087;;-;-;SCO2485;hypothetical protein;42;21;0,033413514;2;1
3166740;3166796;3168142;3168148;+;-;SCO2917;nicotinate phosphoribosyltransferase;111;74;0,033461799;1,5;0,584962501
;3675442;3675975;;+;-;SCO3323;RNA polymerase sigma factor;7;23;0,033776873;0,304347826;-1,716207034
829729;829708;828755;828725;-;-;SCO0782;ribose-phosphate pyrophosphokinase;60;33;0,033776873;1,818181818;0,862496476
3461363;3461363;3462424;3462424;+;-;SCO3159;hypothetical protein;155;102;0,033776873;1,519607843;0,603699063
1752269;1752132;1751179;1751161;-;-;SCO1637;hypothetical protein;513;372;0,033776873;1,379032258;0,463656204
;7134644;7135153;7135153;+;-;SCO6450;hypothetical protein;16;44;0,034164752;0,363636364;-1,459431619
3788965;3788943;3788692;3788644;-;-;SCO3424;regulator;220;124;0,034507239;1,774193548;0,827163403
;1415177;1414272;1414272;-;-;SCO1337;oxidoreductase;33;16;0,035196038;2,0625;1,044394119
1324336;1324336;1325118;1325170;+;-;SCO1253;hypothetical protein;71;40;0,035196038;1,775;0,827819025
2417879;2417879;2418706;2418706;+;-;SCO2250;hypothetical protein;29;13;0,035884897;2,230769231;1,157541277
4668591;4668591;4670033;4670033;+;-;SCO4257;hydrolytic protein;106;71;0,036662252;1,492957746;0,578173335
1039876;;;1039725;-;-;predicted RNA;antisense: SCO0985;188;89;0,036662252;2,112359551;1,078855421
1998981;1999110;2000381;2000459;+;-;SCO1865;diaminobutyrate--2-oxoglutarate aminotransferase;535;400;0,037039373;1,3375;0,419538892
;2654512;2655117;;+;-;SCO2466;hypothetical protein;38;17;0,03734947;2,235294118;1,160464672
5458971;5458994;5459911;;+;-;SCO5025;transcriptional regulator;73;38;0,038184027;1,921052632;0,941897045
922247;922247;924913;924913;+;-;SCO0877;transcriptional regulator;57;38;0,039825836;1,5;0,584962501
950350;950292;949864;949763;-;-;SCO0902;hypothetical protein;228;123;0,039825836;1,853658537;0,890375509
2835939;2835939;2834908;2834832;-;-;SCO2611;rod shape-determining protein MreB;844;631;0,039825836;1,337559429;0,419602994
194637;194637;192880;192880;-;-;SCO0203;two-component sensor;83;55;0,040471358;1,509090909;0,593679718
4951920;4951930;4952256;;+;-;SCO4533;hypothetical protein;151;85;0,040897019;1,776470588;0,829013803
1509278;1509278;1507860;1507860;-;-;SCO1413;hypothetical protein;100;66;0,04145812;1,515151515;0,59946207
;95989;97518;97518;+;-;SCO0118;xylosidase/arabinosidase;37;21;0,042935089;1,761904762;0,817135943
;1765022;1764432;1764432;-;-;SCO1650;hypothetical protein;67;35;0,043222534;1,914285714;0,936806174
;4939515;4938790;4938790;-;-;SCO4517;hypothetical protein;45;23;0,043312548;1,956521739;0,96829114
2649333;2649370;2651103;;+;-;SCO2463;ABC transporter;175;94;0,04476319;1,861702128;0,89662226
2433283;2433311;2434606;2434606;+;-;SCO2264;hypothetical protein;60;30;0,044902838;2;1
6049148;;;6049219;+;-;SCOt56;Gln tRNA;564;302;0,045208097;1,867549669;0,901146613
5400585;5400524;5400027;5400013;-;greA;SCO4965;transcription elongation factor GreA;1063;797;0,045208097;1,333751568;0,415489968
1898437;1898320;1896671;1896584;-;pyrG;SCO1776;CTP synthetase;289;214;0,045400604;1,35046729;0,433458696
2485388;2485458;2486327;2486365;+;-;SCO2314;hypothetical protein;560;418;0,045592858;1,339712919;0,421923885
532493;532501;533448;533448;+;-;SCO0499;formyltransferase;25;59;0,045817019;0,423728814;-1,23878686
;6406090;6407082;;+;-;SCO5850;hypothetical protein;27;13;0,047408397;2,076923077;1,054447784
;1233319;1234527;1234527;+;-;SCO1171;xylose repressor;31;16;0,047408397;1,9375;0,95419631
;4625816;4624932;4624932;-;-;SCO4217;hypothetical protein;38;20;0,047408397;1,9;0,925999419
3086672;3086692;3087165;3087242;+;-;SCO2826;hypothetical protein;72;37;0,047408397;1,945945946;0,960471636
6220034;6220097;6220579;;+;rbfA;SCO5708;ribosome-binding factor A;962;711;0,047408397;1,35302391;0,436187334
2533305;2533298;2532132;2532054;-;-;SCO2363;ATP/GTP-binding protein;99;61;0,047977427;1,62295082;0,698619283
3650630;3650705;3652006;3652170;+;-;SCO3302;hypothetical protein;316;220;0,048523876;1,436363636;0,522421035
6496986;6496986;6496282;6496282;-;-;SCO5928;hypothetical protein;29;13;0,048572396;2,230769231;1,157541277
4810613;4810613;4809858;;-;-;SCO4393;hypothetical protein;33;16;0,048572396;2,0625;1,044394119
8490963;8490963;8490754;;-;-;SCO7665;hypothetical protein;60;23;0,048572396;2,608695652;1,38332864
3173988;3173988;3173314;3173309;-;-;SCO2923;hypothetical protein;52;27;0,048572396;1,925925926;0,945552216
1401123;1401207;1402082;1402286;+;uppP;SCO1326;UDP pyrophosphate phosphatase;52;29;0,048572396;1,793103448;0,842458723
2644482;2644459;2644019;2643944;-;-;SCO2456;hypothetical protein;118;68;0,048572396;1,735294118;0,795180208
3717631;3717647;3719170;3719387;+;-;SCO3359;sensory histidine kinase contains hydrophobic membrane spanning regions;267;185;0,048572396;1,443243243;0,529314471
3799356;;;3799107;-;-;predicted RNA;-;403;229;0,048572396;1,759825328;0,81543224
1948445;1948453;1949721;1949730;+;-;SCO1818;tyrosyl-tRNA synthetase;718;543;0,048728074;1,32228361;0,403031646
2446970;2446970;2447842;2447842;+;-;SCO2277;hypothetical protein;55;31;0,048939231;1,774193548;0,827163403
1553659;1553636;1552848;1552842;-;-;SCO1455;hydrolase;65;37;0,049785813;1,756756757;0,812914447
2841699;2841719;2842726;2842738;+;-;SCO2616;hypothetical protein;632;485;0,049785813;1,303092784;0,381939811
;7756784;7755621;7755621;-;-;SCO6988;oxidoreductase;28;14;0,050513808;2;1
2479641;2479641;2478172;;-;-;SCO2309;transmembrane transport protein;37;21;0,050513808;1,761904762;0,817135943
7508144;7508116;7507178;7507039;-;-;SCO6751;efflux protein;76;179;0,050576608;0,424581006;-1,235888264
4485014;4485363;4485569;4485759;+;-;SCO4091;DNA-binding protein;4944;3654;0,050576608;1,353037767;0,436202109
553892;553892;554473;554473;+;-;SCO0521;TetR family transcriptional regulator;98;56;0,050771104;1,75;0,807354922
2818622;2818382;2814360;2814326;-;-;SCO2599;hypothetical protein;219;167;0,050771104;1,311377246;0,391082767
;3149049;3147985;;-;-;SCO2894;ABC transporter ATP-binding protein;39;21;0,051226844;1,857142857;0,893084796
;3149945;3149058;3149058;-;-;SCO2895;integral membrane transport protein;59;34;0,051512578;1,735294118;0,795180208
3479314;3479314;3478490;3478370;-;-;SCO3174;exodeoxyribonuclease;62;35;0,052414168;1,771428571;0,824913293
6334414;6334502;6335995;6336023;+;-;SCO5796;hypothetical protein;384;294;0,052414168;1,306122449;0,385290156
533785;533773;533534;533514;-;-;SCO0500;hypothetical protein;600;411;0,052414168;1,459854015;0,545824107
7188888;7188888;7187926;7187926;-;-;SCO6495;dehydrogenase;30;14;0,052725483;2,142857143;1,099535674
2826283;2826283;2825348;2825077;-;-;SCO2604;hypothetical protein;93;48;0,053410111;1,9375;0,95419631
4944972;4945126;4945845;4945845;+;-;SCO4524;hypothetical protein;196;134;0,053549172;1,462686567;0,548620654
4957273;4957264;4956659;4956637;-;-;SCO4539;hypothetical protein;234;160;0,053560542;1,4625;0,548436625
2613300;2613322;2613849;;+;-;SCO2435;hypothetical protein;279;193;0,054096341;1,445595855;0,531664275
2924300;2924292;2922880;2922813;-;-;SCO2682;hypothetical protein;77;47;0,054576753;1,638297872;0,712197689
5798773;5798773;5800470;5800470;+;-;SCO5329;hypothetical protein;78;52;0,054576753;1,5;0,584962501
1558367;1558307;1557912;1557912;-;-;SCO1460;hypothetical protein;77;39;0,05507865;1,974358974;0,981384322
3130078;3130105;3130731;3130777;+;-;SCO2876;acetyltransferase;79;46;0,05507865;1,717391304;0,780218792
31283;31274;31146;31132;-;-;SCO0038;sigma factor;382;221;0,05507865;1,728506787;0,789526269
3394247;3394196;3393171;3393045;-;-;SCO3098;hypothetical protein;770;603;0,055288001;1,27694859;0,352700444
649840;649840;650610;650610;+;-;SCO0610;GntR family transcriptional regulator;47;25;0,055481694;1,88;0,910732662
1086983;1086983;1085859;1085827;-;-;SCO1028;lyase;34;83;0,056628305;0,409638554;-1,28757659
8214151;8214151;8213273;;-;-;SCO7400;ABC transporter ATP-binding protein;203;553;0,057915342;0,367088608;-1,445799753
1515701;1515752;1517212;1517338;+;-;SCO1420;hypothetical protein;176;97;0,059792428;1,81443299;0,859518776
2474063;2474063;2474989;;+;-;SCO2305;ABC transporter ATP-binding protein;40;22;0,060710246;1,818181818;0,862496476
5071291;5071396;5071680;5071680;+;secE;SCO4646;preprotein translocase subunit SecE;688;423;0,060710246;1,626477541;0,701750902
2502778;2502808;2504463;2504470;+;-;SCO2334;hypothetical protein;221;151;0,060904188;1,463576159;0,54949782
;1651070;1651630;;+;-;SCO1542;hypothetical protein;55;28;0,061194148;1,964285714;0,974004791
;5933599;5931782;;-;-;SCO5449;ABC transporter;77;53;0,061453082;1,452830189;0,538866086
;2442373;2443464;;+;-;SCO2273;FecCD-family membrane transport protein;19;43;0,062213758;0,441860465;-1,178337241
;2529534;2528722;2528716;-;-;SCO2361;hypothetical protein;51;29;0,062302522;1,75862069;0,814444347
5390598;5390534;5389941;5389828;-;-;SCO4954;hypothetical protein;71;40;0,063914812;1,775;0,827819025
2856104;2856104;2856250;2856257;+;-;SCO2629;hypothetical protein;97;41;0,064089108;2,365853659;1,242360838
;5307574;5308020;5308020;+;-;SCO4876;sugar translocase;27;11;0,065515873;2,454545455;1,295455884
2568256;2568256;2567432;2567432;-;-;SCO2395;hypothetical protein;171;119;0,06756494;1,43697479;0,523034752
4963846;4964061;4967069;;+;-;SCO4548;hypothetical protein;150;115;0,068628813;1,304347826;0,38332864
4137524;4137522;4135438;4135438;-;-;SCO3763;hypothetical protein;54;34;0,069777481;1,588235294;0,667424661
8212285;8212285;8210201;8210201;-;-;SCO7398;iron-hydroxamate transporter permease subunit;108;295;0,069877884;0,366101695;-1,449683642
