Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGP10;qValue;fold;log2
;833198;832515;;-;-;SCO0785;hypothetical protein;1;1;1;1;0
;942090;941071;;-;-;SCO0895;RNA polymerase principal sigma factor HrdC;1;1;1;1;0
;946045;946941;;+;-;SCO0899;hydrolase;1;1;1;1;0
;987876;986722;;-;-;SCO0941;lipoprotein;1;1;1;1;0
;1000162;999242;;-;-;SCO0950;transport system permease;1;1;1;1;0
;1001091;1000159;;-;-;SCO0951;transport system permease;1;1;1;1;0
;1005186;1005641;;+;-;SCO0956;hypothetical protein;1;1;1;1;0
;1047111;1048133;;+;-;SCO0992;cysteine synthase;1;1;1;1;0
;1100965;1101198;;+;-;SCO1045;metal associated protein;1;1;1;1;0
;1291352;1290957;;-;-;SCO1219;hypothetical protein;1;1;1;1;0
;1328716;1327991;;-;-;SCO1257;ABC transporter;1;1;1;1;0
;1336564;1335695;;-;-;SCO1265;lipase;1;1;1;1;0
;1338130;1337873;;-;-;SCO1267;acyl carrier protein;1;1;1;1;0
;1351976;1350735;;-;-;SCO1280;hypothetical protein;1;1;1;1;0
;1358209;1357085;;-;-;SCO1286;oxidoreductase;1;1;1;1;0
;1425591;1426211;;+;-;SCO1350;hypothetical protein;1;1;1;1;0
;1813536;1812259;;-;-;SCO1693;hypothetical protein;1;1;1;1;0
;1828488;1827151;;-;-;SCO1707;ABC sugar transporter, ATP-binding subunit;1;1;1;1;0
;1853898;1853026;;-;-;SCO1735;lipase;1;1;1;1;0
;2015061;2014258;;-;-;SCO1881;hypothetical protein;1;1;1;1;0
;2020168;2019011;;-;-;SCO1885;oxidoreductase;1;1;1;1;0
;2030392;2031201;;+;-;SCO1896;hypothetical protein;1;1;1;1;0
;2184330;2185154;;+;-;SCO2033;citrate lyase subunit beta;1;1;1;1;0
;2204605;2205735;;+;-;SCO2056;hypothetical protein;1;1;1;1;0
;2360720;2359257;;-;-;SCO2192;regulator;1;1;1;1;0
;2586635;2586123;;-;-;SCO2413;hypothetical protein;1;1;1;1;0
;2593547;2592291;;-;-;SCO2419;hypothetical protein;1;1;1;1;0
;2741582;2740287;;-;-;SCO2542;glucarate dehydratase;1;1;1;1;0
;2890945;2891889;;+;-;SCO2659;sugar transport system permease;1;1;1;1;0
;2944875;2944306;;-;-;SCO2701;tyrosinase co-factor;1;1;1;1;0
;3111998;3113431;;+;-;SCO2854;transmembrane efflux protein;1;1;1;1;0
;3534899;3534444;;-;-;SCO3222;hypothetical protein;1;1;1;1;0
;3592182;3591313;;-;-;SCO3239;hypothetical protein;1;1;1;1;0
;3600808;3599006;;-;-;SCO3247;acyl CoA oxidase;1;1;1;1;0
;3614592;3614368;;-;-;SCO3265;hypothetical protein;1;1;1;1;0
;3857600;3858133;;+;-;SCO3491;transmembrane protein;1;1;1;1;0
;3888872;3889636;;+;-;SCO3520;hypothetical protein;1;1;1;1;0
;3897241;3897840;;+;-;SCO3530;hypothetical protein;1;1;1;1;0
;4071573;4071163;;-;-;SCO3689;hypothetical protein;1;1;1;1;0
;4104198;4105055;;+;-;SCO3730;oxidoreductase;1;1;1;1;0
;4330169;4330366;;+;-;SCO3935;hypothetical protein;1;1;1;1;0
;4656901;4660236;;+;-;SCO4250;hypothetical protein;1;1;1;1;0
;4824442;4823468;;-;-;SCO4405;ABC transporter ATP-binding protein;1;1;1;1;0
;5043691;5043224;;-;-;SCO4619;hypothetical protein;1;1;1;1;0
;5171652;5172401;;+;-;SCO4760;hypothetical protein;1;1;1;1;0
;5310555;5311886;;+;-;SCO4879;hypothetical protein;1;1;1;1;0
;5326034;5327032;;+;-;SCO4892;regulatory protein;1;1;1;1;0
;5439835;5439185;;-;-;SCO5002;hypothetical protein;1;1;1;1;0
;5490968;5492431;;+;-;SCO5051;glycosyltransferase;1;1;1;1;0
;5624510;5625622;;+;-;SCO5176;reductase;1;1;1;1;0
;5796578;5796324;;-;-;SCO5326;hypothetical protein;1;1;1;1;0
;5814235;5814786;;+;-;SCO5345;hypothetical protein;1;1;1;1;0
;5938529;5939278;;+;-;SCO5453;hypothetical protein;1;1;1;1;0
;6172804;6174636;;+;-;SCO5673;chitinase;1;1;1;1;0
;6185315;6184140;;-;-;SCO5681;glycosyl transferase;1;1;1;1;0
;6442614;6442174;;-;-;SCO5885;hypothetical protein;1;1;1;1;0
;6493150;6492065;;-;-;SCO5923;ABC transporter ATP-binding protein;1;1;1;1;0
;6513765;6514538;;+;-;SCO5946;hypothetical protein;1;1;1;1;0
;6533658;6533083;;-;-;SCO5963;hypothetical protein;1;1;1;1;0
;6560310;6558619;;-;-;SCO5983;fatty acid-CoA ligase;1;1;1;1;0
;6563335;6563778;;+;-;SCO5988;hypothetical protein;1;1;1;1;0
;6830017;6830142;;+;-;SCO6215;hypothetical protein;1;1;1;1;0
;6894022;6893258;;-;-;SCO6268;histidine kinase;1;1;1;1;0
;7016286;7014907;;-;-;SCO6353;two-component sensor;1;1;1;1;0
;7111866;7116089;;+;-;SCO6432;peptide synthase;1;1;1;1;0
;7116513;7117874;;+;-;SCO6434;oxidoreductase;1;1;1;1;0
;7537378;7537178;;-;-;SCO6779;hypothetical protein;1;1;1;1;0
;7542559;7543722;;+;-;SCO6785;fatty acid co-A racemase;1;1;1;1;0
;7585664;7584942;;-;-;SCO6821;hypothetical protein;1;1;1;1;0
;7598555;7591479;;-;-;SCO6827;polyketide synthase;1;1;1;1;0
;7630453;7629623;;-;-;SCO6859;hypothetical protein;1;1;1;1;0
;7683878;7683546;;-;-;SCO6920;hypothetical protein;1;1;1;1;0
;7696275;7695016;;-;-;SCO6929;hypothetical protein;1;1;1;1;0
;7702585;7702025;;-;-;SCO6937;DNA-binding protein;1;1;1;1;0
;7710085;7709876;;-;-;SCO6945;hypothetical protein;1;1;1;1;0
;7722717;7723481;;+;-;SCO6955;monovalent cation/H+ antiporter subunit C;1;1;1;1;0
;7755003;7755470;;+;-;SCO6987;hypothetical protein;1;1;1;1;0
;7780281;7781531;;+;-;SCO7006;oxidoreductase;1;1;1;1;0
;7817054;7819447;;+;-;SCO7031;beta-D-xylosidase;1;1;1;1;0
;7826610;7830005;;+;-;SCO7037;hypothetical protein;1;1;1;1;0
;7910084;7911703;;+;-;SCO7120;ubiquinol-cytochrome C reductase cytochrome B subunit;1;1;1;1;0
;7965876;7965442;;-;-;SCO7169;hypothetical protein;1;1;1;1;0
;7984035;7985084;;+;-;SCO7184;branched amino acid transport system permease;1;1;1;1;0
;8055078;8055983;;+;-;SCO7245;hydrolase;1;1;1;1;0
;8223731;8222376;;-;-;SCO7408;solute-binding lipoprotein;1;1;1;1;0
;8299779;8298748;;-;-;SCO7488;integral membrane binding protein dependent transport protein;1;1;1;1;0
;8367785;8368597;;+;-;SCO7545;ABC transporter ATP-binding protein;1;1;1;1;0
;8486792;8485671;;-;-;SCO7659;oxidoreductase;1;1;1;1;0
;8524521;8526347;;+;-;SCO7689;ABC transporter ATP-binding protein;1;1;1;1;0
;8591087;8590974;;-;-;SCO7760;oxidoreductase fragment;1;1;1;1;0
;8645791;8644811;;-;-;SCO7826;hypothetical protein;1;1;1;1;0
;8656508;8656954;;+;-;SCO7840;hypothetical protein;1;1;1;1;0
;36817;36689;;-;-;SCO0045;hypothetical protein;2;1;1;2;1
;64994;65092;;+;-;SCO0074;hypothetical protein;2;1;1;2;1
;90865;90395;;-;-;SCO0109;hypothetical protein;2;1;1;2;1
;146351;146034;;-;-;SCO0156;hypothetical protein;2;1;1;2;1
;298311;298105;;-;-;SCO0303;hypothetical protein;2;1;1;2;1
;307575;309131;;+;-;SCO0311;ligase;2;1;1;2;1
;363774;364496;;+;-;SCO0359;hypothetical protein;2;1;1;2;1
;403034;404968;;+;-;SCO0386;asparagine synthetase;2;1;1;2;1
;442700;443191;;+;-;SCO0424;hypothetical protein;2;1;1;2;1
;449218;447890;;-;-;SCO0431;hypothetical protein;2;1;1;2;1
;589546;589268;;-;-;SCO0549;acyl carrier protein;2;1;1;2;1
;881136;880216;;-;-;SCO0831;hypothetical protein;2;1;1;2;1
;890835;892211;;+;-;SCO0842;deoxyribodipyrimidine photolyase;2;1;1;2;1
;913572;912931;;-;-;SCO0866;ECF family RNA polymerase sigma factor;2;1;1;2;1
;938240;937290;;-;-;SCO0892;hypothetical protein;2;1;1;2;1
;1002390;1001098;;-;-;SCO0952;solute-binding protein;2;1;1;2;1
;1049361;1050626;;+;-;SCO0994;hypothetical protein;2;1;1;2;1
;1059873;1059073;;-;-;SCO1004;hypothetical protein;2;1;1;2;1
;1342589;1342317;;-;-;SCO1272;acyl carrier protein;2;1;1;2;1
;1343779;1342661;;-;-;SCO1273;reductase;2;1;1;2;1
;1347343;1348086;;+;-;SCO1277;hypothetical protein;2;1;1;2;1
;1406113;1405031;;-;-;SCO1330;fatty acid CoA ligase;2;1;1;2;1
;1434218;1434715;;+;-;SCO1356;iron sulfur protein;2;1;1;2;1
;1458078;1458473;;+;-;SCO1379;hypothetical protein;2;1;1;2;1
;1565927;1564452;;-;-;SCO1467;hypothetical protein;2;1;1;2;1
;2023845;2022115;;-;-;SCO1888;dihydroxy-acid dehydratase;2;1;1;2;1
;2026183;2025584;;-;-;SCO1891;hypothetical protein;2;1;1;2;1
;2382518;2382072;;-;-;SCO2218;lipoprotein;2;1;1;2;1
;2385265;2386155;;+;-;SCO2221;hypothetical protein;2;1;1;2;1
;2590181;2589168;;-;-;SCO2416;hypothetical protein;2;1;1;2;1
;2873657;2873181;;-;-;SCO2642;hypothetical protein;2;1;1;2;1
;2944322;2943456;;-;-;SCO2700;tyrosinase;2;1;1;2;1
;3522680;3521673;;-;-;SCO3212;anthranilate phosphoribotransferase;2;1;1;2;1
;3593758;3592886;;-;-;SCO3241;hypothetical protein;2;1;1;2;1
;3597970;3596708;;-;-;SCO3245;salicylate hydroxylase;2;1;1;2;1
;3614359;3613628;;-;-;SCO3264;GntR family transcriptional regulator;2;1;1;2;1
;3891104;3891829;;+;-;SCO3523;hypothetical protein;2;1;1;2;1
;3975600;3974836;;-;-;SCO3598;hypothetical protein;2;1;1;2;1
;4160042;4160218;;+;-;SCO3783;lipoprotein;2;1;1;2;1
;4225790;4226674;;+;-;SCO3842;dioxygenase;2;1;1;2;1
;4415941;4417515;;+;-;SCO4021;two component system histidine kinase;2;1;1;2;1
;4418876;4421077;;+;-;SCO4023;hypothetical protein;2;1;1;2;1
;4825120;4824455;;-;-;SCO4406;hypothetical protein;2;1;1;2;1
;4970770;4969766;;-;-;SCO4552;hydrolase;2;1;1;2;1
;5310356;5309376;;-;-;SCO4878;glycosyltransferase;2;1;1;2;1
;5567385;5568368;;+;-;SCO5120;peptide transport system ATP-binding protein;2;1;1;2;1
;5927360;5925711;;-;-;SCO5446;hypothetical protein;2;1;1;2;1
;6303086;6303394;;+;-;SCO5764;hypothetical protein;2;1;1;2;1
;6873167;6873760;;+;-;SCO6250;transporter;2;1;1;2;1
;6949755;6950009;;+;-;SCO6290;hypothetical protein;2;1;1;2;1
;6961810;6959963;;-;-;SCO6300;hydrolase;2;1;1;2;1
;7025536;7024745;;-;-;SCO6364;two-component regulator;2;1;1;2;1
;7386055;7387293;;+;-;SCO6651;glycosyl transferase;2;1;1;2;1
;7437081;7438847;;+;-;SCO6689;hypothetical protein;2;1;1;2;1
;7492215;7492493;;+;-;SCO6737;hypothetical protein;2;1;1;2;1
;7579403;7579044;;-;-;SCO6817;hypothetical protein;2;1;1;2;1
;7700728;7700261;;-;-;SCO6934;hypothetical protein;2;1;1;2;1
;7911841;7912686;;+;-;SCO7121;hypothetical protein;2;1;1;2;1
;7940566;7941048;;+;-;SCO7145;transcriptional regulator;2;1;1;2;1
;7983160;7984032;;+;-;SCO7183;branched amino acid transport system permease;2;1;1;2;1
;8492781;8493260;;+;-;SCO7668;hypothetical protein;2;1;1;2;1
;8498017;8498415;;+;-;SCO7674;metal-binding protein;2;1;1;2;1
;8499392;8500978;;+;-;SCO7677;solute-binding protein;2;1;1;2;1
;966843;966016;;-;-;SCO0920;acyltransferase;3;1;1;3;1,584962501
;1036797;1037666;;+;-;SCO0984;3-hydroxybutyryl-CoA dehydrogenase;3;1;1;3;1,584962501
;1339366;1338248;;-;-;SCO1268;acyltransferase;3;1;1;3;1,584962501
;1340376;1339363;;-;-;SCO1269;pyruvate dehydrogenase subunit beta;3;1;1;3;1,584962501
;1877577;1878374;;+;-;SCO1756;hypothetical protein;3;1;1;3;1,584962501
;2581080;2582705;;+;-;SCO2408;aminotransferase;3;1;1;3;1,584962501
;2742547;2741579;;-;-;SCO2543;5-dehydro-4-deoxyglucarate dehydratase;3;1;1;3;1,584962501
;3213669;3214232;;+;-;SCO2956;hypothetical protein;3;1;1;3;1,584962501
;3276479;3276748;;+;-;SCO3004;hypothetical protein;3;1;1;3;1,584962501
;3814873;3814031;;-;-;SCO3454;ABC-transporter membrane protein;3;1;1;3;1,584962501
;4113665;4114393;;+;-;SCO3742;glycosyltransferase;3;1;1;3;1,584962501
;4921172;4919880;;-;fabG;SCO4501;3-ketoacyl-ACP reductase;3;1;1;3;1,584962501
;5093666;5093313;;-;-;SCO4663;hypothetical protein;3;1;1;3;1,584962501
;5095631;5093796;;-;-;SCO4664;hypothetical protein;3;1;1;3;1,584962501
;6115312;6115662;;+;-;SCO5615;hypothetical protein;3;1;1;3;1,584962501
;6765518;6765129;;-;-;SCO6161;hypothetical protein;3;1;1;3;1,584962501
;7257542;7255596;;-;-;SCO6557;neuramidase;3;1;1;3;1,584962501
;7272140;7273186;;+;-;SCO6569;solute binding protein;3;1;1;3;1,584962501
;7274581;7275579;;+;-;SCO6571;DNA-binding protein;3;1;1;3;1,584962501
;7453137;7452364;;-;-;SCO6700;protocatechuate 3,4-dioxygenase subunit beta;3;1;1;3;1,584962501
;7558853;7559428;;+;-;SCO6798;hypothetical protein;3;1;1;3;1,584962501
;7957625;7956843;;-;-;SCO7161;3-oxoacyl-ACP reductase;3;1;1;3;1,584962501
;126005;125625;;-;-;SCO0133;hypothetical protein;4;1;1;4;2
;359389;360231;;+;-;SCO0354;binding-protein-dependent transport protein;4;1;1;4;2
;360674;361465;;+;-;SCO0356;oxidoreductase;4;1;1;4;2
;656322;653947;;-;-;SCO0616;hypothetical protein;4;1;1;4;2
;1097206;1096556;;-;-;SCO1040;DNA repair protein;4;1;1;4;2
;2946828;2946094;;-;-;SCO2704;hypothetical protein;4;1;1;4;2
;3823677;3824309;;+;-;SCO3464;hypothetical protein;4;1;1;4;2
;3896718;3896197;;-;-;SCO3529;hypothetical protein;4;1;1;4;2
;4656193;4656891;;+;-;SCO4249;hypothetical protein;4;1;1;4;2
;6648371;6647790;;-;-;SCO6055;carbonic anhydrase;4;1;1;4;2
;6668513;6669124;;+;-;SCO6074;hypothetical protein;4;1;1;4;2
;6945280;6945543;;+;-;SCO6285;hypothetical protein;4;1;1;4;2
;7705652;7705245;;-;-;SCO6941;hypothetical protein;4;1;1;4;2
;36816;37478;;+;-;SCO0046;hydrolase;5;1;1;5;2,321928095
;658772;656319;;-;-;SCO0617;phosphoketolase;5;1;1;5;2,321928095
;690966;691283;;+;-;SCO0649;gas vesicle synthesis protein;5;1;1;5;2,321928095
;2990122;2989772;;-;-;SCO2744;hypothetical protein;5;1;1;5;2,321928095
;3521676;3520900;;-;-;SCO3211;indoleglycerol phosphate synthase;5;1;1;5;2,321928095
;3742592;3741966;;-;-;SCO3379;hypothetical protein;5;1;1;5;2,321928095
;4386217;4386522;;+;-;SCO3987;hypothetical protein;5;1;1;5;2,321928095
;7460154;7460492;;+;-;SCO6708;hypothetical protein;5;1;1;5;2,321928095
;8119902;8120348;;+;-;SCO7313;hypothetical protein;5;1;1;5;2,321928095
;634708;633986;;-;-;SCO0592;hypothetical protein;6;1;1;6;2,584962501
;1275235;1275696;;+;-;SCO1203;MutT-like protein;6;1;1;6;2,584962501
;1996833;1996351;;-;-;SCO1862;hypothetical protein;6;1;1;6;2,584962501
;4128769;4127975;;-;-;SCO3755;ABC transporter ATP-binding protein;6;1;1;6;2,584962501
;4385053;4385256;;+;-;SCO3984;hypothetical protein;6;1;1;6;2,584962501
;5274146;5273376;;-;-;SCO4841;short-chain dehydrogenase;6;1;1;6;2,584962501
;6693968;6693222;;-;-;SCO6093;hypothetical protein;6;1;1;6;2,584962501
;3820929;3821387;;+;-;SCO3461;hypothetical protein;7;1;1;7;2,807354922
;8216238;8216423;;+;-;SCO7403;hypothetical protein;7;1;1;7;2,807354922
;5096276;5095647;;-;-;SCO4665;hypothetical protein;8;1;1;8;3
;7789104;7788229;;-;-;SCO7011;membrane transport protein;8;1;1;8;3
;247871;248680;;+;-;SCO0258;hypothetical protein;9;1;1;9;3,169925001
;3617075;3617377;;+;-;SCO3271;dehydrogenase;10;1;1;10;3,321928095
;4248267;4248656;;+;-;SCO3863;hypothetical protein;12;1;1;12;3,584962501
;7014034;7013618;;-;-;SCO6352;hypothetical protein;12;1;1;12;3,584962501
;4079499;4079729;;+;-;SCO3701;hypothetical protein;14;1;1;14;3,807354922
;211748;212551;;+;-;SCO0218;nitrate reductase subunit delta NarJ2;17;1;1;17;4,087462841
;212551;213321;213321;+;-;SCO0219;nitrate reductase subunit delta NarI2;32;1;1;32;5
200451;;;200467;+;-;predicted RNA;-;215;1;1;215;7,74819285
;7187;9307;;+;-;SCO0005;transposase;1;1;1;1;0
;17919;18263;;+;-;SCO0017;hypothetical protein;1;1;1;1;0
;19771;19517;;-;-;SCO0019;hypothetical protein;1;1;1;1;0
;28773;26527;;-;-;SCO0033;neuraminidase;1;1;1;1;0
;30355;30116;;-;-;SCO0036;hypothetical protein;1;1;1;1;0
;51831;53144;;+;-;SCO0065;extracellular binding protein;1;1;1;1;0
;79702;78983;;-;-;SCO0095;hypothetical protein;1;1;1;1;0
;122456;121617;;-;-;SCO0131;hypothetical protein;1;1;1;1;0
;170880;170656;;-;-;SCO0182;hypothetical protein;1;1;1;1;0
;285714;288104;;+;-;SCO0293;beta-xylosidase;1;1;1;1;0
;311724;313670;;+;-;SCO0314;hypothetical protein;1;1;1;1;0
;341909;341370;;-;-;SCO0338;dehydrogenase;1;1;1;1;0
;345663;343234;;-;-;SCO0341;large hypothetical protein;1;1;1;1;0
;383360;380751;;-;-;SCO0371;hypothetical protein;1;1;1;1;0
;543535;543119;;-;-;SCO0507;hypothetical protein;1;1;1;1;0
;595338;593641;;-;-;SCO0554;beta-mannosidase;1;1;1;1;0
;694782;695624;;+;-;SCO0656;gas vesicle synthesis protein;1;1;1;1;0
;695866;696168;;+;-;SCO0658;gas vesicle synthesis protein;1;1;1;1;0
;714181;712829;;-;-;SCO0674;endo-1,4-beta-xylanase;1;1;1;1;0
;857139;856126;;-;-;SCO0809;ABC transporter permease;1;1;1;1;0
;858172;857132;;-;-;SCO0810;ABC transporter permease;1;1;1;1;0
;859686;858169;;-;-;SCO0811;ABC transporter ATP-binding protein;1;1;1;1;0
;978713;979324;;+;-;SCO0931;proline-rich protein;1;1;1;1;0
;983044;982439;;-;-;SCO0936;oligosaccharide deacetylase;1;1;1;1;0
;1091860;1091111;;-;-;SCO1032;ABC transporter ATP-binding protein;1;1;1;1;0
;1098966;1098616;;-;-;SCO1042;hypothetical protein;1;1;1;1;0
;1114608;1115573;;+;-;SCO1057;sugar transport integral membrane protein;1;1;1;1;0
;1218593;1218156;;-;-;SCO1159;hypothetical protein;1;1;1;1;0
;1221178;1218590;;-;-;SCO1160;hypothetical protein;1;1;1;1;0
;1221975;1221241;;-;-;SCO1161;hypothetical protein;1;1;1;1;0
;1337876;1336608;;-;-;SCO1266;3-oxoacyl-ACP synthase;1;1;1;1;0
;1344856;1346613;;+;-;SCO1275;halogenase;1;1;1;1;0
;1445792;1444653;;-;-;SCO1368;ABC transporter;1;1;1;1;0
;1645023;1642555;;-;-;SCO1536;hypothetical protein;1;1;1;1;0
;1674773;1674273;;-;-;SCO1564;RNA polymerase sigma factor;1;1;1;1;0
;1724729;1723278;;-;-;SCO1612;aldehyde dehydrogenase;1;1;1;1;0
;1843034;1842282;;-;-;SCO1722;hypothetical protein;1;1;1;1;0
;2021993;2021058;;-;-;SCO1887;integral membrane transport protein;1;1;1;1;0
;2032364;2033734;;+;-;SCO1898;substrate binding protein;1;1;1;1;0
;2161229;2159817;;-;-;SCO2016;monooxygenase;1;1;1;1;0
;2305901;2307199;;+;-;SCO2145;glycerate kinase;1;1;1;1;0
;2457821;2456145;;-;-;SCO2286;alkaline phosphatase;1;1;1;1;0
;2583998;2582733;;-;-;SCO2409;hypothetical protein;1;1;1;1;0
;2587933;2586632;;-;-;SCO2414;hypothetical protein;1;1;1;1;0
;2602537;2601569;;-;-;SCO2427;arabinase;1;1;1;1;0
;2605133;2604477;;-;-;SCO2429;hypothetical protein;1;1;1;1;0
;2952033;2953604;;+;-;SCO2709;hypothetical protein;1;1;1;1;0
;3054670;3056109;;+;-;SCO2798;cellobiose hydrolase;1;1;1;1;0
;3543066;3541951;;-;-;SCO3229;4-hydroxyphenylpyruvic acid dioxygenase;1;1;1;1;0
;3603907;3602753;;-;-;SCO3250;integrase;1;1;1;1;0
;3604107;3603907;;-;-;SCO3251;excisionase;1;1;1;1;0
;3780468;3781268;;+;-;SCO3415;esterase;1;1;1;1;0
;3814025;3812961;;-;-;SCO3453;ABC-transporter ATP binding protein;1;1;1;1;0
;3879503;3878757;;-;-;SCO3510;DNA methylase;1;1;1;1;0
;3881625;3882305;;+;-;SCO3513;hypothetical protein;1;1;1;1;0
;4793371;4795047;;+;-;SCO4379;hypothetical protein;1;1;1;1;0
;5788219;5786945;;-;-;SCO5317;polyketide beta-ketoacyl synthase beta;1;1;1;1;0
;6131020;6128360;;-;-;SCO5629;ATP /GTP-binding protein;1;1;1;1;0
;6186445;6185312;;-;-;SCO5682;hypothetical protein;1;1;1;1;0
;6191418;6188536;;-;-;SCO5685;sugar hydrolase;1;1;1;1;0
;6445914;6447836;;+;-;SCO5890;8-amino-7-oxononanoate synthase;1;1;1;1;0
;6456446;6457489;;+;-;SCO5893;oxidoreductase;1;1;1;1;0
;6560442;6561617;;+;-;SCO5984;acyl-CoA dehydrogenase;1;1;1;1;0
;6789622;6790572;;+;-;SCO6184;transferase;1;1;1;1;0
;6962080;6961931;;-;-;SCO6301;hypothetical protein;1;1;1;1;0
;7004372;7004848;;+;-;SCO6346;hypothetical protein;1;1;1;1;0
;7030195;7029575;;-;-;SCO6368;lipoprotein;1;1;1;1;0
;7032798;7033637;;+;-;SCO6371;hypothetical protein;1;1;1;1;0
;7149468;7150940;;+;-;SCO6461;ADA-like regulatory protein;1;1;1;1;0
;7264344;7263373;;-;-;SCO6562;2-dehydropantoate 2-reductase;1;1;1;1;0
;7279753;7281006;;+;-;SCO6573;hypothetical protein;1;1;1;1;0
;7283789;7284637;;+;-;SCO6577;hypothetical protein;1;1;1;1;0
;7287325;7288539;;+;-;SCO6580;hypothetical protein;1;1;1;1;0
;7296507;7297433;;+;-;SCO6586;succinyl-CoA synthetase subunit alpha;1;1;1;1;0
;7313660;7315429;;+;-;SCO6596;hypothetical protein;1;1;1;1;0
;7331426;7332799;;+;-;SCO6610;hypothetical protein;1;1;1;1;0
;7557869;7558249;;+;-;SCO6796;hypothetical protein;1;1;1;1;0
;7618383;7617112;;-;-;SCO6844;DNA methylase;1;1;1;1;0
;7636883;7635675;;-;-;SCO6865;regulatory protein;1;1;1;1;0
;7651331;7649943;;-;-;SCO6881;ATP-binding protein;1;1;1;1;0
;7657809;7658258;;+;-;SCO6890;hypothetical protein;1;1;1;1;0
;7660990;7662225;;+;-;SCO6896;hypothetical protein;1;1;1;1;0
;7686425;7685784;;-;-;SCO6922;hypothetical protein;1;1;1;1;0
;7705189;7704611;;-;-;SCO6940;ATP/GTP binding protein;1;1;1;1;0
;7725214;7725813;;+;-;SCO6957;monovalent cation/H+ antiporter subunit E;1;1;1;1;0
;7812182;7812625;;+;-;SCO7026;hypothetical protein;1;1;1;1;0
;7816239;7817057;;+;-;SCO7030;binding-protein-dependent transport protein;1;1;1;1;0
;7904521;7903130;;-;-;SCO7114;hypothetical protein;1;1;1;1;0
;7981617;7982402;;+;-;SCO7181;branched-chain amino acid ABC transporter ATP-binding protein;1;1;1;1;0
;8016281;8013393;;-;-;SCO7212;glycosyl hydrolase;1;1;1;1;0
;8193224;8191911;;-;-;SCO7380;hypothetical protein;1;1;1;1;0
;8224777;8223827;;-;-;SCO7409;binding-protein dependent transport protein;1;1;1;1;0
;8245909;8245226;;-;-;SCO7432;extracellular small neutral protease;1;1;1;1;0
;8313196;8314671;;+;-;SCO7501;hydrolase;1;1;1;1;0
;8477428;8478900;;+;-;SCO7650;hydrolase;1;1;1;1;0
;8501922;8502776;;+;-;SCO7679;transport system integral membrane protein;1;1;1;1;0
;8526344;8528107;;+;-;SCO7690;ABC transporter ATP-binding protein;1;1;1;1;0
;8535532;8536947;;+;-;SCO7699;nucleotide-binding protein;1;1;1;1;0
;8579414;8579043;;-;-;SCO7746;insertion element transposase;1;1;1;1;0
;8592094;8593056;;+;-;SCO7762;hypothetical protein;1;1;1;1;0
;8643812;8644108;;+;-;SCO7825;hypothetical protein;1;1;1;1;0
;8647737;8647991;;+;-;SCO7828;DNA-binding protein;1;1;1;1;0
;8649589;8649245;;-;-;SCO7830;hypothetical protein;1;1;1;1;0
;8660321;8658201;;-;-;SCO7842;transposase;1;1;1;1;0
;54968;56173;;+;-;SCO0068;hydrolase;1;1;1;1;0
;99338;98463;;-;-;SCO0120;hypothetical protein;1;1;1;1;0
;105057;106640;;+;-;SCO0125;oxidoreductase;1;1;1;1;0
;172170;173984;;+;-;SCO0184;hypothetical protein;1;1;1;1;0
;320008;319499;;-;-;SCO0319;hypothetical protein;1;1;1;1;0
;354802;355686;;+;-;SCO0350;hypothetical protein;1;1;1;1;0
;415300;415947;;+;-;SCO0394;hypothetical protein;1;1;1;1;0
;473848;474789;;+;-;SCO0454;binding-protein dependent transport protein;1;1;1;1;0
;476738;478672;;+;-;SCO0457;hypothetical protein;1;1;1;1;0
;496493;495246;;-;-;SCO0474;lipoprotein;1;1;1;1;0
;575351;577984;;+;-;SCO0542;regulatory protein;1;1;1;1;0
;620367;619588;;-;-;SCO0578;triosephosphate isomerase;1;1;1;1;0
;714374;717028;;+;-;SCO0675;hypothetical protein;1;1;1;1;0
;787643;786984;;-;-;SCO0745;TetR family transcriptional regulator;1;1;1;1;0
;815655;812569;;-;-;SCO0766;beta-galactosidase;1;1;1;1;0
;833931;835199;;+;-;SCO0787;hydrolase;1;1;1;1;0
;875839;877500;;+;-;SCO0828;alkaline phosphatase;1;1;1;1;0
;938389;939612;;+;-;SCO0893;hypothetical protein;1;1;1;1;0
;1182421;1181900;;-;-;SCO1125;hypothetical protein;1;1;1;1;0
;1183572;1182418;;-;-;SCO1126;hypothetical protein;1;1;1;1;0
;1239002;1238595;;-;-;SCO1175;hypothetical protein;1;1;1;1;0
;1290928;1289093;;-;-;SCO1218;transmembrane transport protein;1;1;1;1;0
;1329639;1328719;;-;-;SCO1258;ABC transporter ATP-binding protein;1;1;1;1;0
;1354445;1353978;;-;-;SCO1283;hypothetical protein;1;1;1;1;0
;1444656;1443901;;-;-;SCO1367;ABC transporter ATP-binding protein;1;1;1;1;0
;1568310;1565986;;-;-;SCO1468;Ser/Thr protein kinase;1;1;1;1;0
;1647893;1646907;;-;-;SCO1538;transport system membrane protein;1;1;1;1;0
;1834164;1831921;;-;-;SCO1711;dehydrogenase;1;1;1;1;0
;2162584;2161226;;-;-;SCO2017;amino acid decarboxylase;1;1;1;1;0
;2654327;2653137;;-;-;SCO2465;RNA polymerase principal sigma factor;1;1;1;1;0
;2945917;2945615;;-;-;SCO2703;hypothetical protein;1;1;1;1;0
