Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	M145	MGM14	qValue	fold	log2
	99949	99335		-	-	SCO0121	ABC transporter ATP-binding protein	1	1	1	1	0
	100190	101566		+	-	SCO0122	flavin-containing monooxygenase	1	1	1	1	0
	103002	101656		-	-	SCO0123	hypothetical protein	1	1	1	1	0
	103628	104989		+	-	SCO0124	hypothetical protein	1	1	1	1	0
	105057	106640		+	-	SCO0125	oxidoreductase	1	1	1	1	0
	106637	112885		+	-	SCO0126	beta keto-acyl synthase	1	1	1	1	0
	112932	119654		+	-	SCO0127	beta keto-acyl synthase	1	1	1	1	0
	119651	119833		+	-	SCO0128	hypothetical protein	2	1	1	2	1
	119841	120215		+	-	SCO0129	hypothetical protein	1	1	1	1	0
	120457	121371		+	-	SCO0130	beta-lactamase	13	2	1	6,5	2,700439718
	122456	121617		-	-	SCO0131	hypothetical protein	1	1	1	1	0
122738	122743	125502	125502	+	-	SCO0132	transcriptional regulator	72	93	1	0,774193548	-0,36923381
	126005	125625		-	-	SCO0133	hypothetical protein	3	1	1	3	1,584962501
	127294	126989		-	-	SCO0134	hypothetical protein	4	5	1	0,8	-0,321928095
	127571	128290		+	-	SCO0135	hypothetical protein	15	7	1	2,142857143	1,099535674
130185	130184	128634	128510	-	ulaA	SCO0136	PTS system ascorbate-specific transporter subunit IIC	47	41	1	1,146341463	0,197036847
131034	131001	130201	130201	-	-	SCO0137	sugar-transport protein	80	106	0,917194894	0,754716981	-0,40599236
	131523	132296		+	-	SCO0138	short chain dehydrogenase	2	1	1	2	1
	132327	132647		+	-	SCO0139	hypothetical protein	2	1	1	2	1
	132693	133520		+	-	SCO0140	MerR family transcriptional regulator	2	1	1	2	1
	134121	133570		-	-	SCO0141	calcium-binding protein	7	20	0,349024351	0,35	-1,514573173
136100	136100	134295		-	-	SCO0142	hypothetical protein	21	25	1	0,84	-0,251538767
	136647	137183		+	-	SCO0143	hypothetical protein	9	3	1	3	1,584962501
	137197	137556		+	-	SCO0144	hypothetical protein	25	24	1	1,041666667	0,058893689
137557	137561	138589	138923	+	-	SCO0145	hypothetical protein	30	31	1	0,967741935	-0,047305715
138972	138976	139467		+	-	SCO0147	transmembrane transport protein	29	39	1	0,743589744	-0,427421224
	139467	139712	139750	+	-	SCO0148	transcriptional regulator	17	23	1	0,739130435	-0,436099115
	140299	139703		-	-	SCO0149	hypothetical protein	1	1	1	1	0
	140368	140862		+	-	SCO0150	hypothetical protein	12	16	1	0,75	-0,415037499
	141370	141708		+	-	SCO0151	hypothetical protein	3	4	1	0,75	-0,415037499
	141705	143315		+	-	SCO0152	transmembrane transport protein	3	1	1	3	1,584962501
	144363	143776		-	-	SCO0153	hypothetical protein	1	4	1	0,25	-2
	145366	144704		-	-	SCO0154	hypothetical protein	6	4	1	1,5	0,584962501
145499	145499	146122	146122	+	-	SCO0155	transcriptional regulator	31	62	0,245989556	0,5	-1
	146351	146034		-	-	SCO0156	hypothetical protein	1	1	1	1	0
	146603	146980		+	-	SCO0157	hypothetical protein	1	1	1	1	0
	146977	148206		+	-	SCO0158	oxidoreductase	1	1	1	1	0
	148216	149184		+	-	SCO0159	ECF sigma factor	1	1	1	1	0
	150209	149508		-	-	SCO0160	DNA-binding protein	14	4	1	3,5	1,807354922
	150525	150181		-	-	SCO0161	hypothetical protein	1	1	1	1	0
150447	150579	151571	151687	+	-	SCO0162	hypothetical protein	345	448	0,193488478	0,770089286	-0,37690237
	151749	153275		+	-	SCO0163	hypothetical protein	14	18	1	0,777777778	-0,362570079
	153398	155728		+	-	SCO0164	cation-transporting ATPase	6	5	1	1,2	0,263034406
156140	156120	155707	155707	-	-	SCO0165	hypothetical protein	60	47	1	1,276595745	0,352301744
	156338	157141		+	-	SCO0166	regulator	3	11	1	0,272727273	-1,874469118
158099	158073	157189	156376	-	-	SCO0167	hypothetical protein	1227	1655	0,012518651	0,741389728	-0,431695968
158317	158732	159304	159371	+	-	SCO0168	regulator protein	1749	1838	0,38183026	0,951577802	-0,071606477
159372	159372	160025	160396	+	-	SCO0169	hypothetical protein	1408	1414	0,582516956	0,995756719	-0,006134786
161085	161027	160356	159921	-	-	SCO0170	hypothetical protein	907	1145	0,032108714	0,792139738	-0,336173142
161211	161237	162553	162553	+	-	SCO0171	nicotinate phosphoribosyltransferase	608	760	0,030040608	0,8	-0,321928095
162554	162661	163119	163164	+	-	SCO0172	hypothetical protein	167	300	0,058676685	0,556666667	-0,845114398
164022	164017	163235	162998	-	-	SCO0173	hypothetical protein	377	529	0,194670676	0,712665406	-0,488703199
164994	164994	164023	164023	-	-	SCO0174	DNA-binding protein	709	817	0,109974896	0,867809058	-0,204550451
	165406	165059		-	-	SCO0175	hypothetical protein	24	23	1	1,043478261	0,061400545
	165460	165855		+	-	SCO0176	hypothetical protein	2	4	1	0,5	-1
166024	166033	166614	166878	+	-	SCO0177	hypothetical protein	793	1354	1,47E-04	0,585672083	-0,771834968
166879	166891	167337	167337	+	-	SCO0178	hypothetical protein	220	330	0,230275166	0,666666667	-0,584962501
168604	168514	167444	167156	-	-	SCO0179	zinc-containing dehydrogenase	1704	1950	0,022985768	0,873846154	-0,194548788
169560	169556	168705	168606	-	-	SCO0180	hypothetical protein	583	723	0,06445899	0,806362379	-0,310499764
170570	170570	169584	169583	-	-	SCO0181	hypothetical protein	954	1188	0,057631485	0,803030303	-0,316473665
	170880	170656		-	-	SCO0182	hypothetical protein	1	1	1	1	0
	170911	172158		+	-	SCO0183	deoxiribopirymidine photolyase	1	1	1	1	0
	172170	173984		+	-	SCO0184	hypothetical protein	1	1	1	1	0
	173768	174946		+	-	SCO0185	geranylgeranyl pyrophosphate synthase	6	5	1	1,2	0,263034406
	174943	176514		+	-	SCO0186	phytoene dehydrogenase	2	4	1	0,5	-1
	176501	177496		+	-	SCO0187	phytoene synthase	1	4	1	0,25	-2
	177493	178503		+	-	SCO0188	methylesterase	2	3	1	0,666666667	-0,584962501
	180087	178519		-	-	SCO0189	dehydrogenase	4	6	1	0,666666667	-0,584962501
	180824	180084		-	-	SCO0190	methyltransferase	4	7	1	0,571428571	-0,807354922
	182038	180821		-	-	SCO0191	lycopene cyclase	8	8	1	1	0
183792	183559	182309	182039	-	-	SCO0192	oxidoreductase	16	41	0,019308496	0,390243902	-1,357552005
184797	184797	183793	183793	-	-	SCO0193	DNA-binding regulator	101	196	0,004750473	0,515306122	-0,956498361
184893	184958	185566	185566	+	-	SCO0194	sigma factor	75	116	0,564100446	0,646551724	-0,629162305
	185675	186361	186361	+	-	SCO0195	lipoprotein	19	25	1	0,76	-0,395928676
	186483	186887		+	-	SCO0196	hypothetical protein	5	13	1	0,384615385	-1,378511623
187459	187459	187019	186405	-	-	SCO0197	hypothetical protein	636	683	1	0,931185944	-0,102858813
188858	188858	187992	187465	-	-	SCO0198	hypothetical protein	705	651	0,679398984	1,082949309	0,114965714
189924	189886	188864	188859	-	-	SCO0199	alcohol dehydrogenase	1415	1452	0,252100355	0,974517906	-0,0372394
190982	190830	189925	189925	-	-	SCO0200	hypothetical protein	1772	1963	0,067815451	0,902699949	-0,147681569
191654	191654	190983	190983	-	-	SCO0201	hypothetical protein	3384	3894	0,01215385	0,869029276	-0,202523316
	191919	192848		+	-	SCO0202	hypothetical protein	2	2	1	1	0
194637	194637	192880	192802	-	-	SCO0203	two-component sensor	190	261	0,106014163	0,727969349	-0,458050388
195483	195461	194760	194638	-	-	SCO0204	LuxR family transcriptional regulator	1541	2022	0,020239906	0,762116716	-0,391916135
197004	196991	196386	196112	-	-	SCO0207	hypothetical protein	108	117	1	0,923076923	-0,115477217
197199	197221	199917	200023	+	-	SCO0208	pyruvate phosphate dikinase	269	297	0,192088529	0,905723906	-0,142856758
200024	200024	200428	200601	+	-	SCO0209	hypothetical protein	912	1060	0,417074342	0,860377358	-0,216958535
200636	200728	201369	201369	+	-	SCO0210	hypothetical protein	227	260	1	0,873076923	-0,195819326
201370	201374	202090	202090	+	-	SCO0211	hypothetical protein	81	108	0,943746342	0,75	-0,415037499
202862	202843	202370	202306	-	-	SCO0212	hypothetical protein	530	584	1	0,907534247	-0,139976009
204152	204101	202863	202863	-	-	SCO0213	nitrate/nitrite transporter	621	670	0,259764494	0,926865672	-0,109567827
204387	204387	204800	204877	+	-	SCO0214	hypothetical protein	80	111	1	0,720720721	-0,472487771
205922	205888	204881	204809	-	-	SCO0215	hypothetical protein	458	497	0,328603588	0,921529175	-0,117898253
206480	206480	210181	210181	+	-	SCO0216	nitrate reductase subunit alpha NarG2	712	730	0,04344294	0,975342466	-0,036019223
210182	210183	211751		+	-	SCO0217	nitrate reductase subunit beta NarH2	543	533	0,676602324	1,018761726	0,026816665
	211748	212551		+	-	SCO0218	nitrate reductase subunit delta NarJ2	205	151	0,506423773	1,357615894	0,44107536
	212551	213321	213321	+	-	SCO0219	nitrate reductase subunit delta NarI2	368	359	1	1,025069638	0,035721922
213322	213427	213870	213980	+	-	SCO0220	hypothetical protein	154	136	1	1,132352941	0,179323699
214913	214913	215446		+	-	SCO0222	acetyltransferase	360	343	1	1,049562682	0,06978833
	215443	215559	215911	+	-	SCO0223	hypothetical protein	214	239	1	0,89539749	-0,159399822
	216844	215807	215807	-	-	SCO0224	hypothetical protein	41	22	0,119318138	1,863636364	0,898120386
217287	217268	216834		-	-	SCO0225	hypothetical protein	133	43	1,76E-05	3,093023256	1,629017681
218019	218019	217315	217315	-	-	SCO0226	hypothetical protein	405	144	2,84E-07	2,8125	1,491853096
	218780	218418		-	-	SCO0227	hypothetical protein	1	1	1	1	0
	218973	219059		+	-	SCO0228	hypothetical protein	1	1	1	1	0
219302	219302	220150		+	-	SCO0229	short chain dehydrogenase	76	83	1	0,915662651	-0,127111918
	220150	220764	220967	+	-	SCO0230	TetR family transcriptional regulator	44	49	1	0,897959184	-0,155278225
221349	221247	221092	221024	-	-	SCO0231	hypothetical protein	706	753	1	0,937583001	-0,092981681
	221599	221414		-	-	SCO0232	hypothetical protein	3	1	1	3	1,584962501
	222538	221699		-	-	SCO0233	DNA-binding protein	4	10	1	0,4	-1,321928095
	222827	223288		+	-	SCO0234	oxidoreductase	1	1	1	1	0
223294	223294	224232	224232	+	-	SCO0235	short chain dehydrogenase	22	34	0,926997482	0,647058824	-0,628031223
	225276	224404		-	-	SCO0236	DNA-binding protein	10	14	1	0,714285714	-0,485426827
	225476	226237		+	-	SCO0237	oxidoreductase	1	1	1	1	0
	226481	227008		+	-	SCO0238	hypothetical protein	1	4	1	0,25	-2
	228154	227081		-	-	SCO0239	hypothetical protein	9	6	1	1,5	0,584962501
	229649	228714		-	-	SCO0240	oxidoreductase	11	6	1	1,833333333	0,874469118
229995	229995	230669	230669	+	-	SCO0241	transcriptional regulator	13	19	1	0,684210526	-0,547487795
230981	231022	231465	231474	+	-	SCO0242	hypothetical protein	91	170	0,163879345	0,535294118	-0,901596296
231475	231475	231654	231667	+	-	SCO0243	hypothetical protein	129	162	1	0,796296296	-0,328622747
232508	232508	233518	233518	+	-	SCO0244	hypothetical protein	33	50	0,788633978	0,66	-0,59946207
	234873	233854	233854	-	-	SCO0245	hypothetical protein	35	40	1	875	-0,192645078
236481	236207	234870		-	-	SCO0246	hypothetical protein	61	71	1	0,85915493	-0,219009782
236554	236782	237807	238208	+	-	SCO0247	hypothetical protein	784	871	0,193488478	0,900114811	-0,151819064
	238251	237664		-	-	SCO0248	hypothetical protein	14	3	1	4,666666667	2,222392421
	239794	238280		-	-	SCO0249	hypothetical protein	32	15	0,032327483	2,133333333	1,093109404
	239858	240523		+	-	SCO0250	transcriptional regulator	19	23	1	0,826086957	-0,275634443
	240843	240559		-	-	SCO0251	hypothetical protein	1	2	1	0,5	-1
	242123	240876		-	-	SCO0252	oxidoreductase	20	14	0,746680001	1,428571429	0,514573173
242194	242194	242766	242806	+	-	SCO0253	TetR family transcriptional regulator	41	62	0,899733168	0,661290323	-0,596644306
	243762	243022		-	-	SCO0254	hypothetical protein	7	11	1	0,636363636	-0,652076697
	245672	243936		-	-	SCO0255	sigma factor	5	6	1	0,833333333	-0,263034406
245986	245986	246783	246783	+	-	SCO0256	short chain oxidoreductase	34	23	0,702010478	1,47826087	0,563900885
	246868	247869		+	-	SCO0257	hypothetical protein	29	19	0,596410867	1,526315789	0,610053482
	247871	248680		+	-	SCO0258	hypothetical protein	30	12	0,017134591	2,5	1,321928095
	248677	249702		+	-	SCO0259	alcohol dehydrogenase	47	35	0,779408526	1,342857143	0,425305835
249747	249755	250084	250100	+	-	SCO0260	hypothetical protein	439	482	1	0,910788382	-0,134812207
	250691	250164		-	-	SCO0261	acetyltransferase	15	13	1	1,153846154	0,206450877
250805	250805	251740	251740	+	-	SCO0262	LysR family transcriptional regulator	52	86	0,345477041	0,604651163	-0,725825037
	252879	251764		-	-	SCO0263	oxidoreductase	5	8	1	625	-0,678071905
	252946	253398		+	-	SCO0264	transcriptional regulator	7	20	0,326945535	0,35	-1,514573173
253489	253499	254290	254376	+	-	SCO0265	hydroxylase	39	28	0,782121305	1,392857143	0,478047297
	255309	254332		-	-	SCO0266	transcriptional regulator	3	6	1	0,5	-1
	255311	256087		+	-	SCO0267	hydrolase	1	1	1	1	0
256227	256281	256442	256478	+	-	SCO0268	hypothetical protein	856	1817	1,53E-04	0,471106219	-1,085875718
	256526	259687		+	-	SCO0269	hypothetical protein	10	15	1	0,666666667	-0,584962501
	259684	261084		+	-	SCO0270	hypothetical protein	6	6	1	1	0
	261366	262319		+	-	SCO0271	binding-protein-dependent transport protein	1	1	1	1	0
	262330	263220		+	-	SCO0272	binding-protein-dependent transport protein	1	1	1	1	0
	263285	264634		+	-	SCO0273	substrate binding protein	1	1	1	1	0
	264764	266263		+	-	SCO0274	alpha-galactosidase	1	1	1	1	0
	266356	267513		+	-	SCO0275	transcriptional repressor protein	13	8	1	1625	0,700439718
	267585	268838		+	-	SCO0276	oxidoreductase	7	5	1	1,4	0,485426827
269688	269688	269020	268951	-	-	SCO0277	hypothetical protein	44	38	1	1,157894737	0,211504105
	269783	270397		+	-	SCO0278	MutT domain-containing protein	5	4	1	1,25	0,321928095
	270477	271748		+	-	SCO0279	glycosyl hydrolase	3	5	1	0,6	-0,736965594
	272469	271768		-	-	SCO0280	hypothetical protein	4	3	1	1,333333333	0,415037499
	272834	272466		-	-	SCO0281	hypothetical protein	3	3	1	1	0
272879	272892	273656	273924	+	-	SCO0282	deoR family transcriptional regulator	17	27	1	0,62962963	-0,667424661
	274595	274101		-	-	SCO0283	hypothetical protein	1	5	1	0,2	-2,321928095
	274763	276805		+	-	SCO0284	alpha-galactosidase	1	1	1	1	0
	276938	278827		+	-	SCO0285	sodium/proton antiporter	12	15	1	0,8	-0,321928095
279435	279416	278910	278900	-	-	SCO0286	peptidoglycan binding protein	75	128	0,372924556	0,5859375	-0,77118131
	279691	280695		+	-	SCO0287	regulatory protein	15	25	0,895739117	0,6	-0,736965594
	281132	280692		-	-	SCO0288	hypothetical protein	4	3	1	1,333333333	0,415037499
	282157	281129		-	-	SCO0289	transcriptional regulator	9	9	1	1	0
	282491	283801		+	-	SCO0290	solute-binding protein	1	1	1	1	0
	283798	284700		+	-	SCO0291	binding protein dependent transport protein	1	1	1	1	0
	284702	285598		+	-	SCO0292	sugar ABC-transporter integral membrane protein	1	1	1	1	0
	285714	288104		+	-	SCO0293	beta-xylosidase	1	1	1	1	0
	288840	288187		-	-	SCO0294	acetyltransferase	1	1	1	1	0
	290456	288987		-	-	SCO0295	transmembrane efflux protein	3	3	1	1	0
290584	290584	291165	291202	+	-	SCO0296	transcriptional regulator	37	44	1	0,840909091	-0,249978253
291315	291315	292592	292696	+	-	SCO0297	hypothetical protein	83	151	0,016329761	0,549668874	-0,863365308
293519	293519	292656	292656	-	-	SCO0298	LysR family transcriptional regulator	67	107	0,357730369	0,626168224	-0,675377796
	293613	294497		+	-	SCO0299	oxidoreductase	14	4	1	3,5	1,807354922
	296305	294494		-	-	SCO0300	monooxygenase	12	13	1	0,923076923	-0,115477217
	296471	297499		+	-	SCO0301	lipoprotein	1	1	1	1	0
	298108	297515	297515	-	-	SCO0302	TetR family transcriptional regulator	32	46	1	0,695652174	-0,523561956
	298311	298105		-	-	SCO0303	hypothetical protein	1	1	1	1	0
	298836	298468		-	-	SCO0304	hypothetical protein	1	1	1	1	0
	299213	302092		+	-	SCO0305	hypothetical protein	4	9	1	0,444444444	-1,169925001
	303084	303971		+	-	SCO0307	DNA-binding protein	23	19	1	1,210526316	0,275634443
	304026	305429		+	-	SCO0308	hypothetical protein	5	3	1	1,666666667	0,736965594
	306625	305537		-	-	SCO0309	amide hydrolase	2	3	1	0,666666667	-0,584962501
307475	307466	306816	306816	-	-	SCO0310	TetR family transcriptional regulator	41	49	1	0,836734694	-0,257157839
	307575	309131		+	-	SCO0311	ligase	1	1	1	1	0
	309147	310316		+	-	SCO0312	acyl-CoA dehydrogenase	1	1	1	1	0
	310378	311727		+	-	SCO0313	transmembrane transport protein	1	1	1	1	0
	311724	313670		+	-	SCO0314	hypothetical protein	1	1	1	1	0
	315055	313697		-	-	SCO0315	decarboxylase	3	1	1	3	1,584962501
	316921	315254		-	-	SCO0316	DNA-binding protein	1	4	1	0,25	-2
	318237	316975		-	-	SCO0317	transmembrane transport protein	4	4	1	1	0
	319345	318329		-	-	SCO0318	oxidoreductase	1	1	1	1	0
	320008	319499		-	-	SCO0319	hypothetical protein	1	1	1	1	0
	320110	320583		+	-	SCO0320	hypothetical protein	2	4	1	0,5	-1
	320699	322255		+	-	SCO0321	carboxylesterase	6	4	1	1,5	0,584962501
	323938	322244		-	-	SCO0322	ABC transport ATP-binding subunit	1	1	1	1	0
	325069	324467		-	-	SCO0323	hypothetical protein	1	2	1	0,5	-1
	327616	325238		-	-	SCO0324	hypothetical protein	1	1	1	1	0
	327899	328264		+	-	SCO0325	hypothetical protein	1	1	1	1	0
	328333	329301		+	-	SCO0326	hypothetical protein	18	24	1	0,75	-0,415037499
	330235	331365		+	-	SCO0329	esterase	19	24	1	0,791666667	-0,337034987
	331504	332253		+	fabG	SCO0330	3-ketoacyl-ACP reductase	13	4	1	3,25	1,700439718
	332311	333210		+	-	SCO0331	short chain oxidoreductase	2	2	1	1	0
	333529	334149		+	-	SCO0332	transcriptional regulator	12	14	1	0,857142857	-0,222392421
	335734	334223		-	-	SCO0333	dioxygenase	1	1	1	1	0
	335948	336292		+	-	SCO0334	hypothetical protein	1	1	1	1	0
	336333	339467		+	-	SCO0335	hypothetical protein	10	9	1	1,111111111	0,152003093
	340630	339521		-	-	SCO0336	hypothetical protein	3	1	1	3	1,584962501
340752	340752	341318	341318	+	-	SCO0337	transcriptional regulator	32	41	1	0,780487805	-0,357552005
	341909	341370		-	-	SCO0338	dehydrogenase	4	2	1	2	1
	341992	342561		+	-	SCO0339	dehydrogenase	1	1	1	1	0
343165	343165	342578	342578	-	-	SCO0340	hypothetical protein	80	60	0,866730967	1,333333333	0,415037499
	345663	343234		-	-	SCO0341	large hypothetical protein	1	1	1	1	0
	347706	345817		-	-	SCO0342	hypothetical protein	1	1	1	1	0
	347814	348083		+	-	SCO0343	hypothetical protein	9	6	1	1,5	0,584962501
	348137	349381		+	-	SCO0344	GntR family transcriptional regulator	5	6	1	0,833333333	-0,263034406
	350201	349419		-	-	SCO0345	IclR family regulatory protein	9	9	1	1	0
	350474	351352		+	-	SCO0346	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	3	1	1	3	1,584962501
	351529	352779		+	-	SCO0347	racemase	1	2	1	0,5	-1
	352776	353795		+	-	SCO0348	2-hydroxyacid dehydrogenase	1	1	1	1	0
	353801	354805		+	-	SCO0349	oxidoreductase	1	1	1	1	0
	354802	355686		+	-	SCO0350	hypothetical protein	1	1	1	1	0
	355683	357158		+	-	SCO0351	hypothetical protein	1	1	1	1	0
	357209	358477		+	-	SCO0352	solute-binding protein	4	4	1	1	0
	358481	359392		+	-	SCO0353	binding protein dependent transport protein	1	2	1	0,5	-1
	359389	360231		+	-	SCO0354	binding-protein-dependent transport protein	1	1	1	1	0
	360305	360646		+	-	SCO0355	hypothetical protein	1	1	1	1	0
	360674	361465		+	-	SCO0356	oxidoreductase	1	1	1	1	0
362532	362478	361759	361759	-	-	SCO0357	GntR family transcriptional regulator	73	54	0,803979588	1,351851852	0,434937057
	362635	363777		+	-	SCO0358	racemase	11	6	1	1,833333333	0,874469118
	363774	364496		+	-	SCO0359	hypothetical protein	7	13	1	0,538461538	-0,893084796
	365551	364559	364559	-	-	SCO0360	LacI family DNA-binding transcriptional repressor	24	27	1	0,888888889	-0,169925001
	366795	365623		-	-	SCO0361	hypothetical protein	5	4	1	1,25	0,321928095
	366935	368146		+	-	SCO0362	racemase	1	1	1	1	0
	368143	369252		+	-	SCO0363	hypothetical protein	1	1	1	1	0
	369249	370055		+	-	SCO0364	enoyl-CoA hydratase	1	1	1	1	0
	370066	370812		+	-	SCO0365	oxidoreductase	1	1	1	1	0
	370809	371876		+	-	SCO0366	hypothetical protein	5	5	1	1	0
	372478	371921		-	-	SCO0367	hypothetical protein	3	4	1	0,75	-0,415037499
	373045	374001		+	-	SCO0368	transposase	34	18	0,131945202	1,888888889	0,91753784
	377255	373998		-	-	SCO0369	hypothetical protein	1	1	1	1	0
	380690	377286		-	-	SCO0370	DNA-binding protein	1	1	1	1	0
	383360	380751		-	-	SCO0371	hypothetical protein	1	1	1	1	0
	386592	383578		-	-	SCO0372	hypothetical protein	1	1	1	1	0
	387360	386761		-	-	SCO0373	hypothetical protein	1	5	1	0,2	-2,321928095
	387750	389519		+	-	SCO0374	ABC transporter	2	1	1	2	1
	391123	389531		-	-	SCO0375	integral membrane transport protein	1	1	1	1	0
	391232	391834		+	-	SCO0376	transcriptional regulator	23	23	1	1	0
	392483	391950		-	-	SCO0377	hypothetical protein	2	1	1	2	1
